"SLIC","SLIC_Name","SLIC_Type","SLIC_State","OpTyp","SORT","CAP","SPAN","STRT","Facility.x","Facility.y"
"5651","ALEXANDRIA","CTR","MN","PKG","L",5668,328,1700,-1.05639451821581,1.28584840261415
"7470","HUGO","CTR","OK","PKG","L",2560,328,1700,-1.20973974410623,1.14703567656033
"7753","ANGLETON","CTR","TX","PKG","L",3494,328,1700,-1.27116423320971,1.0903642936454
"7730","CONROE","CTR","TX","PKG","L",4275,328,1700,-1.25576221794792,1.10418954443359
"7440","MUSKOGEE","CTR","OK","PKG","L",3985,328,1700,-1.18599206619071,1.16604800851612
"7724","MYKAWA-DOWNTOWN","CTR","TX","PKG","L",11656,328,1700,-1.26274719652029,1.09665960437852
"7570","TYLER","CTR","TX","PKG","L",1934,328,1700,-1.22942635813631,1.12596795288899
"7759","MYKAWA","HUB","TX","HUB","L",10740,328,1700,-1.26336690964936,1.09520695172823
"5140","DENISON","CTR","IA","PKG","L",4334,328,1700,-1.10479019399621,1.23840699310456
"7729","INTERCON'L AIR SORT","ARPT","TX","APT","A",1059999,150,900,-1.25906527643034,1.09885023725896
"7709","SWEETWATER HOUSTON","HUB","TX","HUB","N",60000,403,2200,-1.26351466782946,1.09443727220782
"6600","OTTAWA","CTR","KS","PKG","L",4809,328,1700,-1.14830876618412,1.19824568675156
"6670","PARSONS","CTR","KS","PKG","L",4316,328,1700,-1.16508043842042,1.18299963286121
"5001","RED OAK","CTR","IA","PKG","L",3334,328,1700,-1.11740018904658,1.22607449698127
"6601","LAWRENCE","CTR","KS","PKG","L",4727,328,1700,-1.14332207195759,1.20202696799878
"7756","LEAGUE CITY","CTR","TX","PKG","L",2425,328,1700,-1.26280064908654,1.09264904516244
"5130","SPENCER","CTR","IA","PKG","L",4959,328,1700,-1.08826324888773,1.25029796339347
"7430","VINITA","CTR","OK","PKG","L",4431,328,1700,-1.17238836358666,1.17383171048313
"5641","WADENA","CTR","MN","PKG","L",1569,328,1700,-1.04494909349094,1.28932139614779
"7959","LUBBOCK AIR SORT","ARPT","TX","APT","S",1049999,403,300,-1.21674401178395,1.1332264581066
"5620","WILLMAR","CTR","MN","PKG","L",3807,328,1700,-1.06201803764441,1.27287664077824
"7752","BAYTOWN","CTR","TX","PKG","L",3946,328,1700,-1.25823137623844,1.09287999334473
"7750","TEXAS CITY","CTR","TX","PKG","L",3371,328,1700,-1.26365242766095,1.08739799398243
"5660","BEMIDJI","CTR","MN","PKG","L",4364,328,1700,-1.02934030659067,1.29896988094883
"7492","SALLISAW","CTR","OK","PKG","L",2061,328,1700,-1.18473658382028,1.15636049300041
"6629","LENEXA","HUB","KS","HUB","D",147000,478,1100,-1.13962511798516,1.19661033852729
"6450","SAINT JOSEPH","CTR","MO","PKG","L",4501,328,1700,-1.12965373837629,1.20568004152065
"7590","LUFKIN CENTER","CTR","TX","PKG","L",1686,328,1700,-1.23686133575905,1.10741618335071
"7560","LONGVIEW","CTR","TX","PKG","L",5737,328,1700,-1.22153065674027,1.12131084063591
"6429","KANSAS CITY AIR SORT","ARPT","MO","APT","S",940000,403,300,-1.13456709472192,1.20061457387839
"6671","PITTSBURG","CTR","KS","PKG","L",3412,328,1700,-1.15872319981559,1.17822764130027
"5601","SAINT JAMES","CTR","MN","PKG","L",5015,328,1700,-1.07305831627916,1.25498419474201
"6419","KANSAS CITY","HUB","KS","HUB","P",8634,403,400,-1.13615888049219,1.19722806543715
"6489","JOPLIN","HUB","MO","HUB","L",3959,328,1700,-1.16132552156571,1.17277711297955
"5011","GUTHRIE","CTR","IA","PKG","L",4584,328,1700,-1.10201002504307,1.22656537706763
"7290","FT SMITH-FT SMITH","CTR","AR","PKG","L",4727,328,1700,-1.182443831903,1.1509112789701
"5080","CRESTON","CTR","IA","PKG","L",3584,328,1700,-1.10880388331563,1.21772523718974
"5640","BRAINERD","CTR","MN","PKG","L",5515,328,1700,-1.0379584166847,1.28185947817365
"5050","FT DODGE","CTR","IA","PKG","L",4251,328,1700,-1.08881722897242,1.23348984005205
